dt_abertura;Semana;Ano;Mes;Dia;CurYTDFlag;LastYTDFlag;MesAno;Trimestre;SemanaAno;DiaSemana
23/05/2000;22;2000;mai;23;0;0;mai-2000;2º Trimestre;22-2000;ter
24/05/2000;22;2000;mai;24;0;0;mai-2000;2º Trimestre;22-2000;qua
25/05/2000;22;2000;mai;25;0;0;mai-2000;2º Trimestre;22-2000;qui
26/05/2000;22;2000;mai;26;0;0;mai-2000;2º Trimestre;22-2000;sex
27/05/2000;22;2000;mai;27;0;0;mai-2000;2º Trimestre;22-2000;sáb
28/05/2000;23;2000;mai;28;0;0;mai-2000;2º Trimestre;23-2000;dom
29/05/2000;23;2000;mai;29;0;0;mai-2000;2º Trimestre;23-2000;seg
30/05/2000;23;2000;mai;30;0;0;mai-2000;2º Trimestre;23-2000;ter
31/05/2000;23;2000;mai;31;0;0;mai-2000;2º Trimestre;23-2000;qua
01/06/2000;23;2000;jun;1;0;0;jun-2000;2º Trimestre;23-2000;qui
02/06/2000;23;2000;jun;2;0;0;jun-2000;2º Trimestre;23-2000;sex
03/06/2000;23;2000;jun;3;0;0;jun-2000;2º Trimestre;23-2000;sáb
04/06/2000;24;2000;jun;4;0;0;jun-2000;2º Trimestre;24-2000;dom
05/06/2000;24;2000;jun;5;0;0;jun-2000;2º Trimestre;24-2000;seg
06/06/2000;24;2000;jun;6;0;0;jun-2000;2º Trimestre;24-2000;ter
07/06/2000;24;2000;jun;7;0;0;jun-2000;2º Trimestre;24-2000;qua
08/06/2000;24;2000;jun;8;0;0;jun-2000;2º Trimestre;24-2000;qui
09/06/2000;24;2000;jun;9;0;0;jun-2000;2º Trimestre;24-2000;sex
10/06/2000;24;2000;jun;10;0;0;jun-2000;2º Trimestre;24-2000;sáb
11/06/2000;25;2000;jun;11;0;0;jun-2000;2º Trimestre;25-2000;dom
12/06/2000;25;2000;jun;12;0;0;jun-2000;2º Trimestre;25-2000;seg
13/06/2000;25;2000;jun;13;0;0;jun-2000;2º Trimestre;25-2000;ter
14/06/2000;25;2000;jun;14;0;0;jun-2000;2º Trimestre;25-2000;qua
15/06/2000;25;2000;jun;15;0;0;jun-2000;2º Trimestre;25-2000;qui
16/06/2000;25;2000;jun;16;0;0;jun-2000;2º Trimestre;25-2000;sex
17/06/2000;25;2000;jun;17;0;0;jun-2000;2º Trimestre;25-2000;sáb
18/06/2000;26;2000;jun;18;0;0;jun-2000;2º Trimestre;26-2000;dom
19/06/2000;26;2000;jun;19;0;0;jun-2000;2º Trimestre;26-2000;seg
20/06/2000;26;2000;jun;20;0;0;jun-2000;2º Trimestre;26-2000;ter
21/06/2000;26;2000;jun;21;0;0;jun-2000;2º Trimestre;26-2000;qua
22/06/2000;26;2000;jun;22;0;0;jun-2000;2º Trimestre;26-2000;qui
23/06/2000;26;2000;jun;23;0;0;jun-2000;2º Trimestre;26-2000;sex
24/06/2000;26;2000;jun;24;0;0;jun-2000;2º Trimestre;26-2000;sáb
25/06/2000;27;2000;jun;25;0;0;jun-2000;2º Trimestre;27-2000;dom
26/06/2000;27;2000;jun;26;0;0;jun-2000;2º Trimestre;27-2000;seg
27/06/2000;27;2000;jun;27;0;0;jun-2000;2º Trimestre;27-2000;ter
28/06/2000;27;2000;jun;28;0;0;jun-2000;2º Trimestre;27-2000;qua
29/06/2000;27;2000;jun;29;0;0;jun-2000;2º Trimestre;27-2000;qui
30/06/2000;27;2000;jun;30;0;0;jun-2000;2º Trimestre;27-2000;sex
01/07/2000;27;2000;jul;1;0;0;jul-2000;3º Trimestre;27-2000;sáb
02/07/2000;28;2000;jul;2;0;0;jul-2000;3º Trimestre;28-2000;dom
03/07/2000;28;2000;jul;3;0;0;jul-2000;3º Trimestre;28-2000;seg
04/07/2000;28;2000;jul;4;0;0;jul-2000;3º Trimestre;28-2000;ter
05/07/2000;28;2000;jul;5;0;0;jul-2000;3º Trimestre;28-2000;qua
06/07/2000;28;2000;jul;6;0;0;jul-2000;3º Trimestre;28-2000;qui
07/07/2000;28;2000;jul;7;0;0;jul-2000;3º Trimestre;28-2000;sex
08/07/2000;28;2000;jul;8;0;0;jul-2000;3º Trimestre;28-2000;sáb
09/07/2000;29;2000;jul;9;0;0;jul-2000;3º Trimestre;29-2000;dom
10/07/2000;29;2000;jul;10;0;0;jul-2000;3º Trimestre;29-2000;seg
11/07/2000;29;2000;jul;11;0;0;jul-2000;3º Trimestre;29-2000;ter
12/07/2000;29;2000;jul;12;0;0;jul-2000;3º Trimestre;29-2000;qua
13/07/2000;29;2000;jul;13;0;0;jul-2000;3º Trimestre;29-2000;qui
14/07/2000;29;2000;jul;14;0;0;jul-2000;3º Trimestre;29-2000;sex
15/07/2000;29;2000;jul;15;0;0;jul-2000;3º Trimestre;29-2000;sáb
16/07/2000;30;2000;jul;16;0;0;jul-2000;3º Trimestre;30-2000;dom
17/07/2000;30;2000;jul;17;0;0;jul-2000;3º Trimestre;30-2000;seg
18/07/2000;30;2000;jul;18;0;0;jul-2000;3º Trimestre;30-2000;ter
19/07/2000;30;2000;jul;19;0;0;jul-2000;3º Trimestre;30-2000;qua
20/07/2000;30;2000;jul;20;0;0;jul-2000;3º Trimestre;30-2000;qui
21/07/2000;30;2000;jul;21;0;0;jul-2000;3º Trimestre;30-2000;sex
22/07/2000;30;2000;jul;22;0;0;jul-2000;3º Trimestre;30-2000;sáb
23/07/2000;31;2000;jul;23;0;0;jul-2000;3º Trimestre;31-2000;dom
24/07/2000;31;2000;jul;24;0;0;jul-2000;3º Trimestre;31-2000;seg
25/07/2000;31;2000;jul;25;0;0;jul-2000;3º Trimestre;31-2000;ter
26/07/2000;31;2000;jul;26;0;0;jul-2000;3º Trimestre;31-2000;qua
27/07/2000;31;2000;jul;27;0;0;jul-2000;3º Trimestre;31-2000;qui
28/07/2000;31;2000;jul;28;0;0;jul-2000;3º Trimestre;31-2000;sex
29/07/2000;31;2000;jul;29;0;0;jul-2000;3º Trimestre;31-2000;sáb
30/07/2000;32;2000;jul;30;0;0;jul-2000;3º Trimestre;32-2000;dom
31/07/2000;32;2000;jul;31;0;0;jul-2000;3º Trimestre;32-2000;seg
01/08/2000;32;2000;ago;1;0;0;ago-2000;3º Trimestre;32-2000;ter
02/08/2000;32;2000;ago;2;0;0;ago-2000;3º Trimestre;32-2000;qua
03/08/2000;32;2000;ago;3;0;0;ago-2000;3º Trimestre;32-2000;qui
04/08/2000;32;2000;ago;4;0;0;ago-2000;3º Trimestre;32-2000;sex
05/08/2000;32;2000;ago;5;0;0;ago-2000;3º Trimestre;32-2000;sáb
06/08/2000;33;2000;ago;6;0;0;ago-2000;3º Trimestre;33-2000;dom
07/08/2000;33;2000;ago;7;0;0;ago-2000;3º Trimestre;33-2000;seg
08/08/2000;33;2000;ago;8;0;0;ago-2000;3º Trimestre;33-2000;ter
09/08/2000;33;2000;ago;9;0;0;ago-2000;3º Trimestre;33-2000;qua
10/08/2000;33;2000;ago;10;0;0;ago-2000;3º Trimestre;33-2000;qui
11/08/2000;33;2000;ago;11;0;0;ago-2000;3º Trimestre;33-2000;sex
12/08/2000;33;2000;ago;12;0;0;ago-2000;3º Trimestre;33-2000;sáb
13/08/2000;34;2000;ago;13;0;0;ago-2000;3º Trimestre;34-2000;dom
14/08/2000;34;2000;ago;14;0;0;ago-2000;3º Trimestre;34-2000;seg
15/08/2000;34;2000;ago;15;0;0;ago-2000;3º Trimestre;34-2000;ter
16/08/2000;34;2000;ago;16;0;0;ago-2000;3º Trimestre;34-2000;qua
17/08/2000;34;2000;ago;17;0;0;ago-2000;3º Trimestre;34-2000;qui
18/08/2000;34;2000;ago;18;0;0;ago-2000;3º Trimestre;34-2000;sex
19/08/2000;34;2000;ago;19;0;0;ago-2000;3º Trimestre;34-2000;sáb
20/08/2000;35;2000;ago;20;0;0;ago-2000;3º Trimestre;35-2000;dom
21/08/2000;35;2000;ago;21;0;0;ago-2000;3º Trimestre;35-2000;seg
22/08/2000;35;2000;ago;22;0;0;ago-2000;3º Trimestre;35-2000;ter
23/08/2000;35;2000;ago;23;0;0;ago-2000;3º Trimestre;35-2000;qua
24/08/2000;35;2000;ago;24;0;0;ago-2000;3º Trimestre;35-2000;qui
25/08/2000;35;2000;ago;25;0;0;ago-2000;3º Trimestre;35-2000;sex
26/08/2000;35;2000;ago;26;0;0;ago-2000;3º Trimestre;35-2000;sáb
27/08/2000;36;2000;ago;27;0;0;ago-2000;3º Trimestre;36-2000;dom
28/08/2000;36;2000;ago;28;0;0;ago-2000;3º Trimestre;36-2000;seg
29/08/2000;36;2000;ago;29;0;0;ago-2000;3º Trimestre;36-2000;ter
30/08/2000;36;2000;ago;30;0;0;ago-2000;3º Trimestre;36-2000;qua
31/08/2000;36;2000;ago;31;0;0;ago-2000;3º Trimestre;36-2000;qui
01/09/2000;36;2000;set;1;0;0;set-2000;3º Trimestre;36-2000;sex
02/09/2000;36;2000;set;2;0;0;set-2000;3º Trimestre;36-2000;sáb
03/09/2000;37;2000;set;3;0;0;set-2000;3º Trimestre;37-2000;dom
04/09/2000;37;2000;set;4;0;0;set-2000;3º Trimestre;37-2000;seg
05/09/2000;37;2000;set;5;0;0;set-2000;3º Trimestre;37-2000;ter
06/09/2000;37;2000;set;6;0;0;set-2000;3º Trimestre;37-2000;qua
07/09/2000;37;2000;set;7;0;0;set-2000;3º Trimestre;37-2000;qui
08/09/2000;37;2000;set;8;0;0;set-2000;3º Trimestre;37-2000;sex
09/09/2000;37;2000;set;9;0;0;set-2000;3º Trimestre;37-2000;sáb
10/09/2000;38;2000;set;10;0;0;set-2000;3º Trimestre;38-2000;dom
11/09/2000;38;2000;set;11;0;0;set-2000;3º Trimestre;38-2000;seg
12/09/2000;38;2000;set;12;0;0;set-2000;3º Trimestre;38-2000;ter
13/09/2000;38;2000;set;13;0;0;set-2000;3º Trimestre;38-2000;qua
14/09/2000;38;2000;set;14;0;0;set-2000;3º Trimestre;38-2000;qui
15/09/2000;38;2000;set;15;0;0;set-2000;3º Trimestre;38-2000;sex
16/09/2000;38;2000;set;16;0;0;set-2000;3º Trimestre;38-2000;sáb
17/09/2000;39;2000;set;17;0;0;set-2000;3º Trimestre;39-2000;dom
18/09/2000;39;2000;set;18;0;0;set-2000;3º Trimestre;39-2000;seg
19/09/2000;39;2000;set;19;0;0;set-2000;3º Trimestre;39-2000;ter
20/09/2000;39;2000;set;20;0;0;set-2000;3º Trimestre;39-2000;qua
21/09/2000;39;2000;set;21;0;0;set-2000;3º Trimestre;39-2000;qui
22/09/2000;39;2000;set;22;0;0;set-2000;3º Trimestre;39-2000;sex
23/09/2000;39;2000;set;23;0;0;set-2000;3º Trimestre;39-2000;sáb
24/09/2000;40;2000;set;24;0;0;set-2000;3º Trimestre;40-2000;dom
25/09/2000;40;2000;set;25;0;0;set-2000;3º Trimestre;40-2000;seg
26/09/2000;40;2000;set;26;0;0;set-2000;3º Trimestre;40-2000;ter
27/09/2000;40;2000;set;27;0;0;set-2000;3º Trimestre;40-2000;qua
28/09/2000;40;2000;set;28;0;0;set-2000;3º Trimestre;40-2000;qui
29/09/2000;40;2000;set;29;0;0;set-2000;3º Trimestre;40-2000;sex
30/09/2000;40;2000;set;30;0;0;set-2000;3º Trimestre;40-2000;sáb
01/10/2000;41;2000;out;1;0;0;out-2000;4º Trimestre;41-2000;dom
02/10/2000;41;2000;out;2;0;0;out-2000;4º Trimestre;41-2000;seg
03/10/2000;41;2000;out;3;0;0;out-2000;4º Trimestre;41-2000;ter
04/10/2000;41;2000;out;4;0;0;out-2000;4º Trimestre;41-2000;qua
05/10/2000;41;2000;out;5;0;0;out-2000;4º Trimestre;41-2000;qui
06/10/2000;41;2000;out;6;0;0;out-2000;4º Trimestre;41-2000;sex
07/10/2000;41;2000;out;7;0;0;out-2000;4º Trimestre;41-2000;sáb
08/10/2000;42;2000;out;8;0;0;out-2000;4º Trimestre;42-2000;dom
09/10/2000;42;2000;out;9;0;0;out-2000;4º Trimestre;42-2000;seg
10/10/2000;42;2000;out;10;0;0;out-2000;4º Trimestre;42-2000;ter
11/10/2000;42;2000;out;11;0;0;out-2000;4º Trimestre;42-2000;qua
12/10/2000;42;2000;out;12;0;0;out-2000;4º Trimestre;42-2000;qui
13/10/2000;42;2000;out;13;0;0;out-2000;4º Trimestre;42-2000;sex
14/10/2000;42;2000;out;14;0;0;out-2000;4º Trimestre;42-2000;sáb
15/10/2000;43;2000;out;15;0;0;out-2000;4º Trimestre;43-2000;dom
16/10/2000;43;2000;out;16;0;0;out-2000;4º Trimestre;43-2000;seg
17/10/2000;43;2000;out;17;0;0;out-2000;4º Trimestre;43-2000;ter
18/10/2000;43;2000;out;18;0;0;out-2000;4º Trimestre;43-2000;qua
19/10/2000;43;2000;out;19;0;0;out-2000;4º Trimestre;43-2000;qui
20/10/2000;43;2000;out;20;0;0;out-2000;4º Trimestre;43-2000;sex
21/10/2000;43;2000;out;21;0;0;out-2000;4º Trimestre;43-2000;sáb
22/10/2000;44;2000;out;22;0;0;out-2000;4º Trimestre;44-2000;dom
23/10/2000;44;2000;out;23;0;0;out-2000;4º Trimestre;44-2000;seg
24/10/2000;44;2000;out;24;0;0;out-2000;4º Trimestre;44-2000;ter
25/10/2000;44;2000;out;25;0;0;out-2000;4º Trimestre;44-2000;qua
26/10/2000;44;2000;out;26;0;0;out-2000;4º Trimestre;44-2000;qui
27/10/2000;44;2000;out;27;0;0;out-2000;4º Trimestre;44-2000;sex
28/10/2000;44;2000;out;28;0;0;out-2000;4º Trimestre;44-2000;sáb
29/10/2000;45;2000;out;29;0;0;out-2000;4º Trimestre;45-2000;dom
30/10/2000;45;2000;out;30;0;0;out-2000;4º Trimestre;45-2000;seg
31/10/2000;45;2000;out;31;0;0;out-2000;4º Trimestre;45-2000;ter
01/11/2000;45;2000;nov;1;0;0;nov-2000;4º Trimestre;45-2000;qua
02/11/2000;45;2000;nov;2;0;0;nov-2000;4º Trimestre;45-2000;qui
03/11/2000;45;2000;nov;3;0;0;nov-2000;4º Trimestre;45-2000;sex
04/11/2000;45;2000;nov;4;0;0;nov-2000;4º Trimestre;45-2000;sáb
05/11/2000;46;2000;nov;5;0;0;nov-2000;4º Trimestre;46-2000;dom
06/11/2000;46;2000;nov;6;0;0;nov-2000;4º Trimestre;46-2000;seg
07/11/2000;46;2000;nov;7;0;0;nov-2000;4º Trimestre;46-2000;ter
08/11/2000;46;2000;nov;8;0;0;nov-2000;4º Trimestre;46-2000;qua
09/11/2000;46;2000;nov;9;0;0;nov-2000;4º Trimestre;46-2000;qui
10/11/2000;46;2000;nov;10;0;0;nov-2000;4º Trimestre;46-2000;sex
11/11/2000;46;2000;nov;11;0;0;nov-2000;4º Trimestre;46-2000;sáb
12/11/2000;47;2000;nov;12;0;0;nov-2000;4º Trimestre;47-2000;dom
13/11/2000;47;2000;nov;13;0;0;nov-2000;4º Trimestre;47-2000;seg
14/11/2000;47;2000;nov;14;0;0;nov-2000;4º Trimestre;47-2000;ter
15/11/2000;47;2000;nov;15;0;0;nov-2000;4º Trimestre;47-2000;qua
16/11/2000;47;2000;nov;16;0;0;nov-2000;4º Trimestre;47-2000;qui
17/11/2000;47;2000;nov;17;0;0;nov-2000;4º Trimestre;47-2000;sex
18/11/2000;47;2000;nov;18;0;0;nov-2000;4º Trimestre;47-2000;sáb
19/11/2000;48;2000;nov;19;0;0;nov-2000;4º Trimestre;48-2000;dom
20/11/2000;48;2000;nov;20;0;0;nov-2000;4º Trimestre;48-2000;seg
21/11/2000;48;2000;nov;21;0;0;nov-2000;4º Trimestre;48-2000;ter
22/11/2000;48;2000;nov;22;0;0;nov-2000;4º Trimestre;48-2000;qua
23/11/2000;48;2000;nov;23;0;0;nov-2000;4º Trimestre;48-2000;qui
24/11/2000;48;2000;nov;24;0;0;nov-2000;4º Trimestre;48-2000;sex
25/11/2000;48;2000;nov;25;0;0;nov-2000;4º Trimestre;48-2000;sáb
26/11/2000;49;2000;nov;26;0;0;nov-2000;4º Trimestre;49-2000;dom
27/11/2000;49;2000;nov;27;0;0;nov-2000;4º Trimestre;49-2000;seg
28/11/2000;49;2000;nov;28;0;0;nov-2000;4º Trimestre;49-2000;ter
29/11/2000;49;2000;nov;29;0;0;nov-2000;4º Trimestre;49-2000;qua
30/11/2000;49;2000;nov;30;0;0;nov-2000;4º Trimestre;49-2000;qui
01/12/2000;49;2000;dez;1;0;0;dez-2000;4º Trimestre;49-2000;sex
02/12/2000;49;2000;dez;2;0;0;dez-2000;4º Trimestre;49-2000;sáb
03/12/2000;50;2000;dez;3;0;0;dez-2000;4º Trimestre;50-2000;dom
04/12/2000;50;2000;dez;4;0;0;dez-2000;4º Trimestre;50-2000;seg
05/12/2000;50;2000;dez;5;0;0;dez-2000;4º Trimestre;50-2000;ter
06/12/2000;50;2000;dez;6;0;0;dez-2000;4º Trimestre;50-2000;qua
07/12/2000;50;2000;dez;7;0;0;dez-2000;4º Trimestre;50-2000;qui
08/12/2000;50;2000;dez;8;0;0;dez-2000;4º Trimestre;50-2000;sex
09/12/2000;50;2000;dez;9;0;0;dez-2000;4º Trimestre;50-2000;sáb
10/12/2000;51;2000;dez;10;0;0;dez-2000;4º Trimestre;51-2000;dom
11/12/2000;51;2000;dez;11;0;0;dez-2000;4º Trimestre;51-2000;seg
12/12/2000;51;2000;dez;12;0;0;dez-2000;4º Trimestre;51-2000;ter
13/12/2000;51;2000;dez;13;0;0;dez-2000;4º Trimestre;51-2000;qua
14/12/2000;51;2000;dez;14;0;0;dez-2000;4º Trimestre;51-2000;qui
15/12/2000;51;2000;dez;15;0;0;dez-2000;4º Trimestre;51-2000;sex
16/12/2000;51;2000;dez;16;0;0;dez-2000;4º Trimestre;51-2000;sáb
17/12/2000;52;2000;dez;17;0;0;dez-2000;4º Trimestre;52-2000;dom
18/12/2000;52;2000;dez;18;0;0;dez-2000;4º Trimestre;52-2000;seg
19/12/2000;52;2000;dez;19;0;0;dez-2000;4º Trimestre;52-2000;ter
20/12/2000;52;2000;dez;20;0;0;dez-2000;4º Trimestre;52-2000;qua
21/12/2000;52;2000;dez;21;0;0;dez-2000;4º Trimestre;52-2000;qui
22/12/2000;52;2000;dez;22;0;0;dez-2000;4º Trimestre;52-2000;sex
23/12/2000;52;2000;dez;23;0;0;dez-2000;4º Trimestre;52-2000;sáb
24/12/2000;53;2000;dez;24;0;0;dez-2000;4º Trimestre;53-2000;dom
25/12/2000;53;2000;dez;25;0;0;dez-2000;4º Trimestre;53-2000;seg
26/12/2000;53;2000;dez;26;0;0;dez-2000;4º Trimestre;53-2000;ter
27/12/2000;53;2000;dez;27;0;0;dez-2000;4º Trimestre;53-2000;qua
28/12/2000;53;2000;dez;28;0;0;dez-2000;4º Trimestre;53-2000;qui
29/12/2000;53;2000;dez;29;0;0;dez-2000;4º Trimestre;53-2000;sex
30/12/2000;53;2000;dez;30;0;0;dez-2000;4º Trimestre;53-2000;sáb
31/12/2000;54;2000;dez;31;0;0;dez-2000;4º Trimestre;54-2000;dom
01/01/2001;1;2001;jan;1;0;0;jan-2001;1º Trimestre;54-2001;seg
02/01/2001;1;2001;jan;2;0;0;jan-2001;1º Trimestre;54-2001;ter
03/01/2001;1;2001;jan;3;0;0;jan-2001;1º Trimestre;54-2001;qua
04/01/2001;1;2001;jan;4;0;0;jan-2001;1º Trimestre;54-2001;qui
05/01/2001;1;2001;jan;5;0;0;jan-2001;1º Trimestre;54-2001;sex
06/01/2001;1;2001;jan;6;0;0;jan-2001;1º Trimestre;54-2001;sáb
07/01/2001;2;2001;jan;7;0;0;jan-2001;1º Trimestre;2-2001;dom
08/01/2001;2;2001;jan;8;0;0;jan-2001;1º Trimestre;2-2001;seg
09/01/2001;2;2001;jan;9;0;0;jan-2001;1º Trimestre;2-2001;ter
10/01/2001;2;2001;jan;10;0;0;jan-2001;1º Trimestre;2-2001;qua
11/01/2001;2;2001;jan;11;0;0;jan-2001;1º Trimestre;2-2001;qui
12/01/2001;2;2001;jan;12;0;0;jan-2001;1º Trimestre;2-2001;sex
13/01/2001;2;2001;jan;13;0;0;jan-2001;1º Trimestre;2-2001;sáb
14/01/2001;3;2001;jan;14;0;0;jan-2001;1º Trimestre;3-2001;dom
15/01/2001;3;2001;jan;15;0;0;jan-2001;1º Trimestre;3-2001;seg
16/01/2001;3;2001;jan;16;0;0;jan-2001;1º Trimestre;3-2001;ter
17/01/2001;3;2001;jan;17;0;0;jan-2001;1º Trimestre;3-2001;qua
18/01/2001;3;2001;jan;18;0;0;jan-2001;1º Trimestre;3-2001;qui
19/01/2001;3;2001;jan;19;0;0;jan-2001;1º Trimestre;3-2001;sex
20/01/2001;3;2001;jan;20;0;0;jan-2001;1º Trimestre;3-2001;sáb
21/01/2001;4;2001;jan;21;0;0;jan-2001;1º Trimestre;4-2001;dom
22/01/2001;4;2001;jan;22;0;0;jan-2001;1º Trimestre;4-2001;seg
23/01/2001;4;2001;jan;23;0;0;jan-2001;1º Trimestre;4-2001;ter
24/01/2001;4;2001;jan;24;0;0;jan-2001;1º Trimestre;4-2001;qua
25/01/2001;4;2001;jan;25;0;0;jan-2001;1º Trimestre;4-2001;qui
26/01/2001;4;2001;jan;26;0;0;jan-2001;1º Trimestre;4-2001;sex
27/01/2001;4;2001;jan;27;0;0;jan-2001;1º Trimestre;4-2001;sáb
28/01/2001;5;2001;jan;28;0;0;jan-2001;1º Trimestre;5-2001;dom
29/01/2001;5;2001;jan;29;0;0;jan-2001;1º Trimestre;5-2001;seg
30/01/2001;5;2001;jan;30;0;0;jan-2001;1º Trimestre;5-2001;ter
31/01/2001;5;2001;jan;31;0;0;jan-2001;1º Trimestre;5-2001;qua
01/02/2001;5;2001;fev;1;0;0;fev-2001;1º Trimestre;5-2001;qui
02/02/2001;5;2001;fev;2;0;0;fev-2001;1º Trimestre;5-2001;sex
03/02/2001;5;2001;fev;3;0;0;fev-2001;1º Trimestre;5-2001;sáb
04/02/2001;6;2001;fev;4;0;0;fev-2001;1º Trimestre;6-2001;dom
05/02/2001;6;2001;fev;5;0;0;fev-2001;1º Trimestre;6-2001;seg
06/02/2001;6;2001;fev;6;0;0;fev-2001;1º Trimestre;6-2001;ter
07/02/2001;6;2001;fev;7;0;0;fev-2001;1º Trimestre;6-2001;qua
08/02/2001;6;2001;fev;8;0;0;fev-2001;1º Trimestre;6-2001;qui
09/02/2001;6;2001;fev;9;0;0;fev-2001;1º Trimestre;6-2001;sex
10/02/2001;6;2001;fev;10;0;0;fev-2001;1º Trimestre;6-2001;sáb
11/02/2001;7;2001;fev;11;0;0;fev-2001;1º Trimestre;7-2001;dom
12/02/2001;7;2001;fev;12;0;0;fev-2001;1º Trimestre;7-2001;seg
13/02/2001;7;2001;fev;13;0;0;fev-2001;1º Trimestre;7-2001;ter
14/02/2001;7;2001;fev;14;0;0;fev-2001;1º Trimestre;7-2001;qua
15/02/2001;7;2001;fev;15;0;0;fev-2001;1º Trimestre;7-2001;qui
16/02/2001;7;2001;fev;16;0;0;fev-2001;1º Trimestre;7-2001;sex
17/02/2001;7;2001;fev;17;0;0;fev-2001;1º Trimestre;7-2001;sáb
18/02/2001;8;2001;fev;18;0;0;fev-2001;1º Trimestre;8-2001;dom
19/02/2001;8;2001;fev;19;0;0;fev-2001;1º Trimestre;8-2001;seg
20/02/2001;8;2001;fev;20;0;0;fev-2001;1º Trimestre;8-2001;ter
21/02/2001;8;2001;fev;21;0;0;fev-2001;1º Trimestre;8-2001;qua
22/02/2001;8;2001;fev;22;0;0;fev-2001;1º Trimestre;8-2001;qui
23/02/2001;8;2001;fev;23;0;0;fev-2001;1º Trimestre;8-2001;sex
24/02/2001;8;2001;fev;24;0;0;fev-2001;1º Trimestre;8-2001;sáb
25/02/2001;9;2001;fev;25;0;0;fev-2001;1º Trimestre;9-2001;dom
26/02/2001;9;2001;fev;26;0;0;fev-2001;1º Trimestre;9-2001;seg
27/02/2001;9;2001;fev;27;0;0;fev-2001;1º Trimestre;9-2001;ter
28/02/2001;9;2001;fev;28;0;0;fev-2001;1º Trimestre;9-2001;qua
01/03/2001;9;2001;mar;1;0;0;mar-2001;1º Trimestre;9-2001;qui
02/03/2001;9;2001;mar;2;0;0;mar-2001;1º Trimestre;9-2001;sex
03/03/2001;9;2001;mar;3;0;0;mar-2001;1º Trimestre;9-2001;sáb
04/03/2001;10;2001;mar;4;0;0;mar-2001;1º Trimestre;10-2001;dom
05/03/2001;10;2001;mar;5;0;0;mar-2001;1º Trimestre;10-2001;seg
06/03/2001;10;2001;mar;6;0;0;mar-2001;1º Trimestre;10-2001;ter
07/03/2001;10;2001;mar;7;0;0;mar-2001;1º Trimestre;10-2001;qua
08/03/2001;10;2001;mar;8;0;0;mar-2001;1º Trimestre;10-2001;qui
09/03/2001;10;2001;mar;9;0;0;mar-2001;1º Trimestre;10-2001;sex
10/03/2001;10;2001;mar;10;0;0;mar-2001;1º Trimestre;10-2001;sáb
11/03/2001;11;2001;mar;11;0;0;mar-2001;1º Trimestre;11-2001;dom
12/03/2001;11;2001;mar;12;0;0;mar-2001;1º Trimestre;11-2001;seg
13/03/2001;11;2001;mar;13;0;0;mar-2001;1º Trimestre;11-2001;ter
14/03/2001;11;2001;mar;14;0;0;mar-2001;1º Trimestre;11-2001;qua
15/03/2001;11;2001;mar;15;0;0;mar-2001;1º Trimestre;11-2001;qui
16/03/2001;11;2001;mar;16;0;0;mar-2001;1º Trimestre;11-2001;sex
17/03/2001;11;2001;mar;17;0;0;mar-2001;1º Trimestre;11-2001;sáb
18/03/2001;12;2001;mar;18;0;0;mar-2001;1º Trimestre;12-2001;dom
19/03/2001;12;2001;mar;19;0;0;mar-2001;1º Trimestre;12-2001;seg
20/03/2001;12;2001;mar;20;0;0;mar-2001;1º Trimestre;12-2001;ter
21/03/2001;12;2001;mar;21;0;0;mar-2001;1º Trimestre;12-2001;qua
22/03/2001;12;2001;mar;22;0;0;mar-2001;1º Trimestre;12-2001;qui
23/03/2001;12;2001;mar;23;0;0;mar-2001;1º Trimestre;12-2001;sex
24/03/2001;12;2001;mar;24;0;0;mar-2001;1º Trimestre;12-2001;sáb
25/03/2001;13;2001;mar;25;0;0;mar-2001;1º Trimestre;13-2001;dom
26/03/2001;13;2001;mar;26;0;0;mar-2001;1º Trimestre;13-2001;seg
27/03/2001;13;2001;mar;27;0;0;mar-2001;1º Trimestre;13-2001;ter
28/03/2001;13;2001;mar;28;0;0;mar-2001;1º Trimestre;13-2001;qua
29/03/2001;13;2001;mar;29;0;0;mar-2001;1º Trimestre;13-2001;qui
30/03/2001;13;2001;mar;30;0;0;mar-2001;1º Trimestre;13-2001;sex
31/03/2001;13;2001;mar;31;0;0;mar-2001;1º Trimestre;13-2001;sáb
01/04/2001;14;2001;abr;1;0;0;abr-2001;2º Trimestre;14-2001;dom
02/04/2001;14;2001;abr;2;0;0;abr-2001;2º Trimestre;14-2001;seg
03/04/2001;14;2001;abr;3;0;0;abr-2001;2º Trimestre;14-2001;ter
04/04/2001;14;2001;abr;4;0;0;abr-2001;2º Trimestre;14-2001;qua
05/04/2001;14;2001;abr;5;0;0;abr-2001;2º Trimestre;14-2001;qui
06/04/2001;14;2001;abr;6;0;0;abr-2001;2º Trimestre;14-2001;sex
07/04/2001;14;2001;abr;7;0;0;abr-2001;2º Trimestre;14-2001;sáb
08/04/2001;15;2001;abr;8;0;0;abr-2001;2º Trimestre;15-2001;dom
09/04/2001;15;2001;abr;9;0;0;abr-2001;2º Trimestre;15-2001;seg
10/04/2001;15;2001;abr;10;0;0;abr-2001;2º Trimestre;15-2001;ter
11/04/2001;15;2001;abr;11;0;0;abr-2001;2º Trimestre;15-2001;qua
12/04/2001;15;2001;abr;12;0;0;abr-2001;2º Trimestre;15-2001;qui
