pk_cnae;nu_ordem_1;nu_ordem_2;nu_ordem_3;nu_ordem_4;nu_ordem_5;cd_ramo_atividade_1;cd_ramo_atividade_2;cd_ramo_atividade_3;cd_ramo_atividade_4;cd_ramo_atividade_5;de_ramo_atividade_1;de_ramo_atividade_2;de_ramo_atividade_3;de_ramo_atividade_4;de_ramo_atividade_5
79;0;1;2;3;4;6399200;7410299;7490105;7490199;8299799;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS CULTURAIS E ARTISTICAS;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES PROFISSIONAIS CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
1567;0;1;2;;;2091600;3299003;8299799;;;FABRICACAO DE ADESIVOS E SELANTES;FABRICACAO DE LETRAS LETREIROS E PLACAS DE QUALQUER MATERIAL EXCETO LUMINOSOS;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;;
2892;0;1;2;3;4;3314708;4399104;4663000;4930201;4930202;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL PARTES E PECAS;MANUTENCAO E REPARACAO DE MAQUINAS EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVACAO DE CARGAS;SERVICOS DE OPERACAO E FORNECIMENTO DE EQUIPAMENTOS PARA TRANSPORTE E ELEVACAO DE CARGAS E PESSOAS PARA USO EM OBRAS;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL
202;0;;;;;5510803;;;;;MOTEIS;;;;
1359;0;1;;;;4763601;4789001;;;;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;;;
812;0;;;;;9529199;;;;;REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE;;;;
944;0;1;;;;4712100;4722901;;;;COMERCIO VAREJISTA DE CARNES  ACOUGUES;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;;;
1671;0;;;;;2399101;;;;;DECORACAO LAPIDACAO GRAVACAO VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA LOUCA VIDRO E CRISTAL;;;;
1937;0;1;2;3;4;4110700;4120400;4213800;4222701;4399101;ADMINISTRACAO DE OBRAS;CONSTRUCAO DE EDIFICIOS;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA COLETA DE ESGOTO E CONSTRUCOES CORRELATAS EXCETO OBRAS DE IRRIGACAO;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;OBRAS DE URBANIZACAO  RUAS PRACAS E CALCADAS
1614;0;;;;;7731400;;;;;ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR;;;;
2317;0;1;2;3;4;1622602;2511000;2512800;2599301;4330402;FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS;FABRICACAO DE ESQUADRIAS DE METAL;FABRICACAO DE ESTRUTURAS METALICAS;INSTALACAO DE PORTAS JANELAS TETOS DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL;SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO
1533;0;1;2;;;3319800;3329599;4789099;;;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;INSTALACAO DE OUTROS EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE;MANUTENCAO E REPARACAO DE EQUIPAMENTOS E PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;
3036;0;1;2;3;;4110700;6462000;6810201;6821801;;COMPRA E VENDA DE IMOVEIS PROPRIOS;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;
1097;0;1;2;3;4;4120400;4213800;4291000;4330404;4330499;CONSTRUCAO DE EDIFICIOS;OBRAS DE URBANIZACAO  RUAS PRACAS E CALCADAS;OBRAS PORTUARIAS MARITIMAS E FLUVIAIS;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
1783;0;1;;;;9491000;9499500;;;;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;;;
2318;0;1;;;;7311400;7312200;;;;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE EXCETO EM VEICULOS DE COMUNICACAO;AGENCIAS DE PUBLICIDADE;;;
1569;0;1;2;3;4;7311400;7319001;7319002;7319003;7319004;AGENCIAS DE PUBLICIDADE;CONSULTORIA EM PUBLICIDADE;CRIACAO DE ESTANDES PARA FEIRAS E EXPOSICOES;MARKETING DIRETO;PROMOCAO DE VENDAS
1099;0;1;2;;;4755501;4755503;4759801;;;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA CORTINAS E PERSIANAS;COMERCIO VAREJISTA DE TECIDOS;;
1963;0;1;2;3;;1813099;4330404;4520002;8299799;;IMPRESSAO DE MATERIAL PARA OUTROS USOS;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;
2857;0;1;2;;;4120400;8011101;8111700;;;ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA;CONSTRUCAO DE EDIFICIOS;SERVICOS COMBINADOS PARA APOIO A EDIFICIOS EXCETO CONDOMINIOS PREDIAIS;;
1781;0;1;2;;;4751200;4753900;9511800;;;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;;
1863;0;1;2;3;4;8630503;8640202;8640204;8640205;8640207;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;LABORATORIOS CLINICOS;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE EXCETO TOMOGRAFIA;SERVICOS DE DIAGNOSTICO POR IMAGEM SEM USO DE RADIACAO IONIZANTE EXCETO RESSONANCIA MAGNETICA;SERVICOS DE TOMOGRAFIA
1263;0;1;;;;8610102;8650003;;;;ATIVIDADES DE ATENDIMENTO EM PRONTOSOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGENCIAS;ATIVIDADES DE PSICOLOGIA E PSICANALISE;;;
2894;0;;;;;0154700;;;;;CRIACAO DE SUINOS;;;;
2886;0;1;;;;4623106;4789099;;;;COMERCIO ATACADISTA DE SEMENTES FLORES PLANTAS E GRAMAS;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;;
2059;0;1;2;;;4754701;4754702;4759899;;;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;;
1890;0;1;2;;;5250801;5250802;5250804;;;ATIVIDADES DE DESPACHANTES ADUANEIROS;COMISSARIA DE DESPACHOS;ORGANIZACAO LOGISTICA DO TRANSPORTE DE CARGA;;
1236;0;;;;;8630504;;;;;ATIVIDADE ODONTOLOGICA;;;;
2319;0;1;2;;;4729699;4781400;5611203;;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;;
2937;0;1;2;3;4;4321500;4322301;4329105;4330499;4399103;INSTALACAO E MANUTENCAO ELETRICA;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;OBRAS DE ALVENARIA;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;TRATAMENTOS TERMICOS ACUSTICOS OU DE VIBRACAO
2866;0;1;2;3;4;2539002;3311200;3329501;7733100;8111700;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS;MANUTENCAO E REPARACAO DE TANQUES RESERVATORIOS METALICOS E CALDEIRAS EXCETO PARA VEICULOS;SERVICOS COMBINADOS PARA APOIO A EDIFICIOS EXCETO CONDOMINIOS PREDIAIS;SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS
2320;0;1;2;3;4;4759899;4774100;4783101;4783102;4789099;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
1584;0;1;2;;;1412601;1412602;1422300;;;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;FABRICACAO DE ARTIGOS DO VESTUARIO PRODUZIDOS EM MALHARIAS E TRICOTAGENS EXCETO MEIAS;;
1342;0;1;2;3;4;4755502;4755503;4763601;4783101;4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS
1562;0;1;;;;4669901;4684299;;;;COMERCIO ATACADISTA DE BOMBAS E COMPRESSORES PARTES E PECAS;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;;;
1561;0;1;2;3;;2229301;2541100;2599399;4930202;;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA USO PESSOAL E DOMESTICO;FABRICACAO DE ARTIGOS DE CUTELARIA;FABRICACAO DE OUTROS PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;
1558;0;1;2;3;;4322302;4520007;4753900;9521500;;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;SERVICOS DE INSTALACAO MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;
1579;0;1;2;3;4;4511102;4512902;4530703;4617600;4711302;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS USADOS;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS BEBIDAS E FUMO
1582;0;1;;;;0161001;4789002;;;;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;SERVICO DE PULVERIZACAO E CONTROLE DE PRAGAS AGRICOLAS;;;
1586;0;1;2;3;4;4723700;4762800;4772500;5320202;5612100;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE DISCOS CDS DVDS E FITAS;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ENTREGA RAPIDA
1589;0;1;;;;4616800;4689399;;;;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIARIOS NAO ESPECIFICADOS ANTERIORMENTE;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS VESTUARIO CALCADOS E ARTIGOS DE VIAGEM;;;
1606;0;1;2;3;;4741500;4742300;4744003;4744005;;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS;COMERCIO VAREJISTA DE MATERIAL ELETRICO;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA;
1605;0;1;;;;4520007;4753900;;;;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;SERVICOS DE INSTALACAO MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;;;
1610;0;1;2;3;4;1749400;5912099;7420001;7420004;8230001;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;FABRICACAO DE PRODUTOS DE PASTAS CELULOSICAS PAPEL CARTOLINA PAPELCARTAO E PAPELAO ONDULADO NAO ESPECIFICADOS ANTERIORMENTE;FILMAGEM DE FESTAS E EVENTOS;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS
1618;0;1;;;;4712100;4721104;;;;COMERCIO VAREJISTA DE DOCES BALAS BOMBONS E SEMELHANTES;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;;;
1611;0;;;;;7721700;;;;;ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS;;;;
1604;0;1;2;;;4752100;4753900;9512600;;;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;;
1102;0;;;;;2539002;;;;;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS;;;;
2012;0;1;2;3;4;4520001;4520003;4530701;4530703;4663000;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL PARTES E PECAS;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
1710;0;1;2;3;4;4399103;4399199;4751200;6209100;7112000;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;OBRAS DE ALVENARIA;SERVICOS DE ENGENHARIA;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO
1593;0;1;2;3;;0111302;0113000;0115600;0119906;;CULTIVO DE CANADEACUCAR;CULTIVO DE MANDIOCA;CULTIVO DE MILHO;CULTIVO DE SOJA;
1591;0;1;2;3;;4723700;4729699;4772500;9602502;;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;
1103;0;1;2;3;4;4712100;4721102;4784900;5590699;5611201;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;OUTROS ALOJAMENTOS NAO ESPECIFICADOS ANTERIORMENTE;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;RESTAURANTES E SIMILARES
1578;0;1;2;;;7220700;9430800;9492800;;;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;ATIVIDADES DE ORGANIZACOES POLITICAS;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIENCIAS SOCIAIS E HUMANAS;;
776;0;;;;;9609206;;;;;SERVICOS DE TATUAGEM E COLOCACAO DE PIERCING;;;;
931;0;;;;;2342702;;;;;FABRICACAO DE ARTEFATOS DE CERAMICA E BARRO COZIDO PARA USO NA CONSTRUCAO EXCETO AZULEJOS E PISOS;;;;
1104;0;1;2;3;4;4683400;4744001;4744099;4771704;4789004;COMERCIO ATACADISTA DE DEFENSIVOS AGRICOLAS ADUBOS FERTILIZANTES E CORRETIVOS DO SOLO;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS
1888;0;1;2;3;4;4520001;4530703;4530705;4731800;4732600;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;COMERCIO VAREJISTA DE LUBRIFICANTES;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
1105;0;1;2;3;4;4723700;4729699;4781400;5611201;5612100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;RESTAURANTES E SIMILARES;SERVICOS AMBULANTES DE ALIMENTACAO
2251;0;1;2;;;8630502;8630504;8650006;;;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;ATIVIDADE ODONTOLOGICA;ATIVIDADES DE FONOAUDIOLOGIA;;
1106;0;1;2;3;4;4744004;4755502;4755503;8219901;9521500;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE CAL AREIA PEDRA BRITADA TIJOLOS E TELHAS;FOTOCOPIAS;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
1107;0;1;2;3;4;4530705;4744001;4744099;4753900;4763603;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS PECAS E ACESSORIOS;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
1367;0;;;;;9900800;;;;;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUICOES EXTRATERRITORIAIS;;;;
1730;0;1;2;3;4;4774100;4781400;4782201;4782202;4789001;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS
1804;0;1;2;3;;4311801;4311802;4313400;4744099;;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;DEMOLICAO DE EDIFICIOS E OUTRAS ESTRUTURAS;OBRAS DE TERRAPLENAGEM;PREPARACAO DE CANTEIRO E LIMPEZA DE TERRENO;
1108;0;1;;;;4721103;5612100;;;;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;SERVICOS AMBULANTES DE ALIMENTACAO;;;
1109;0;1;2;;;8610102;8630501;8630502;;;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS;ATIVIDADES DE ATENDIMENTO EM PRONTOSOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGENCIAS;;
2218;0;1;2;;;4755503;4759899;4781400;;;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;;
308;0;;;;;3314707;;;;;MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL;;;;
1110;0;1;;;;4321500;9511800;;;;INSTALACAO E MANUTENCAO ELETRICA;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;;;
516;0;1;2;3;;4755503;4781400;4782201;4789001;;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;
51;0;1;2;;;4520003;4530703;4530704;;;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;;
2237;0;1;;;;0210199;0220999;;;;COLETA DE PRODUTOS NAOMADEIREIROS NAO ESPECIFICADOS ANTERIORMENTE EM FLORESTAS NATIVAS;PRODUCAO DE PRODUTOS NAOMADEIREIROS NAO ESPECIFICADOS ANTERIORMENTE EM FLORESTAS PLANTADAS;;;
1728;0;1;2;3;4;8512100;8513900;8520100;8592999;8599605;CURSOS PREPARATORIOS PARA CONCURSOS;EDUCACAO INFANTIL  PREESCOLA;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;ENSINO FUNDAMENTAL;ENSINO MEDIO
1691;0;1;2;3;4;0151201;0152103;0162899;6810201;6810202;ALUGUEL DE IMOVEIS PROPRIOS;ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE;COMPRA E VENDA DE IMOVEIS PROPRIOS;CRIACAO DE ASININOS E MUARES;CRIACAO DE BOVINOS PARA CORTE
2092;0;1;2;3;4;0810099;4211101;4313400;4744004;7732201;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR EXCETO ANDAIMES;COMERCIO VAREJISTA DE CAL AREIA PEDRA BRITADA TIJOLOS E TELHAS;CONSTRUCAO DE RODOVIAS E FERROVIAS;EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO;OBRAS DE TERRAPLENAGEM
2079;0;1;2;3;4;4120400;4321500;4322301;4330404;4399103;CONSTRUCAO DE EDIFICIOS;INSTALACAO E MANUTENCAO ELETRICA;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;OBRAS DE ALVENARIA;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
1170;0;1;;;;9430800;9492800;;;;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;ATIVIDADES DE ORGANIZACOES POLITICAS;;;
1111;0;1;;;;0113000;0210106;;;;CULTIVO DE CANADEACUCAR;CULTIVO DE MUDAS EM VIVEIROS FLORESTAIS;;;
1893;0;1;2;3;4;4511101;4512902;4520001;4520002;4530703;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS NOVOS;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
2919;0;1;;;;1093701;5620104;;;;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;;;
879;0;1;;;;8599604;8599699;;;;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;;;
