pk_location;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;latitude;longitude;municipio_uf_pais
184;RUA VILHENA DE MORAES;380;22640000;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;-22,9976251;-43,3755839;RIO DE JANEIRO, RJ, BR
185;VILA CINCO DA BOA VISTA;SN;95186000;QUINTO DISTRITO;CARLOS BARBOSA;RS;-29,2950409;-51,5008921;CARLOS BARBOSA, RS, BR
186;RUA JOSE GETULIO;547;01509001;LIBERDADE;SAO PAULO;SP;-23,569844;-46,6333122;SAO PAULO, SP, BR
187;RUA FREI H DE COIMBRA;766;81630220;VILA HAUER;CURITIBA;PR;-25,4790904;-49,2495992;CURITIBA, PR, BR
188;AVENIDA SOROCABA;591;18044390;JARDIM DAS MAGNOLIAS;SOROCABA;SP;-23,5151496;-47,4822957;SOROCABA, SP, BR
189;RUA BENJAMIN C MARGARIDA;96;89041490;VELHA;BLUMENAU;SC;-26,9126258;-49,1171157;BLUMENAU, SC, BR
190;AVENIDA GETULIO VARGAS;SN;85585000;CENTRO;VERE;PR;-25,8809275;-52,9081285;VERE, PR, BR
191;RUA CIDADE DE SAO SEBASTIAO;230;09770550;NOVA PETROPOLIS;SAO BERNARDO DO CAMPO;SP;-23,710495;-46,5393111;SAO BERNARDO DO CAMPO, SP, BR
192;AVENIDA JOSE BENTO RIB DANTAS;534;28905090;ARMACAO DOS BUZIOS;CABO FRIO;RJ;-22,8760986;-42,0357349;CABO FRIO, RJ, BR
193;RUA ANTONIO FALABELA;146;31360200;SANTA TEREZINHA;BELO HORIZONTE;MG;-19,8764889;-44,0107216;BELO HORIZONTE, MG, BR
194;RUA ANTONIO DE O PORTES;271;12510470;POTIM;GUARATINGUETA;SP;-22,8399228;-45,254401;GUARATINGUETA, SP, BR
195;RUA ARATANJI;213;02613070;VILA NOVA CACHOEIRINHA;SAO PAULO;SP;-23,4739836;-46,6613101;SAO PAULO, SP, BR
196;LOTEAMENTO PRIMAVERA;SN;78655000;ZONA RURAL;PORTO ALEGRE DO NORTE;MT;-10,88536;-51,638892;PORTO ALEGRE DO NORTE, MT, BR
197;AVENIDA CONTORNO DA MATO GROSSO;45A;75045190;JUNDIAI;ANAPOLIS;GO;-16,328546;-48,953403;ANAPOLIS, GO, BR
198;RUA 1136;491;74180150;MARISTA;GOIANIA;GO;-16,6985314;-49,2559653;GOIANIA, GO, BR
199;AVENIDA JEQUITAIA;2079;40460120;AGUA DE MENINOS;SALVADOR;BA;-12,9583736;-38,5027362;SALVADOR, BA, BR
200;RUA TUIUTI;2420;97050420;CENTRO;SANTA MARIA;RS;-29,6860406;-53,8019467;SANTA MARIA, RS, BR
201;RUA BECO DOS AMIGOS;23;91770300;SERRARIA;PORTO ALEGRE;RS;-30,16273;-51,2284152;PORTO ALEGRE, RS, BR
202;VILA MORRO AZUL;SN;95560000;QUARTO DISTRITO;TORRES;RS;-29,3344108;-49,723909;TORRES, RS, BR
203;ESTRADA FEDERAL BR;116;95000000;BELA VISTA;CAXIAS DO SUL;RS;-18,6759421;-41,9888198;CAXIAS DO SUL, RS, BR
204;LOCALIDADE BARREIROS;SN;89610000;SEDE;HERVAL D OESTE;SC;-27,2006894;-51,4099625;HERVAL D OESTE, SC, BR
205;ESTRADA RS 30;227;95520972;LARANJEIRAS DISTRITO;OSORIO;RS;-29,9034836;-50,2728046;OSORIO, RS, BR
206;RUA AGUAS BRANCAS;256;94070130;BOM PRINCIPIO;GRAVATAI;RS;-29,9341421;-51,0726757;GRAVATAI, RS, BR
207;RUA BARAO DO CAMBAY;505;97300000;SEDE;SAO GABRIEL;RS;-30,3387949;-54,3237449;SAO GABRIEL, RS, BR
208;ESTRADA GERAL;;88820000;LAGOA DOS ESTEVES;ICARA;SC;-28,7139392;-49,3019108;ICARA, SC, BR
209;RUA CHICO CORREA;321;97560000;;QUARAI;RS;-30,3891141;-56,455346;QUARAI, RS, BR
210;RUA SENADOR PINHEIRO MACHADO;803;96810136;CENTRO;SANTA CRUZ DO SUL;RS;-29,7213634;-52,4300137;SANTA CRUZ DO SUL, RS, BR
211;RUA JOSE DUARTE DE PAIVA;534;35700059;CENTRO;SETE LAGOAS;MG;-19,4560781;-44,2520589;SETE LAGOAS, MG, BR
212;AVENIDA JACINTO SA;830;19904565;VILA PERINO;OURINHOS;SP;-22,9746392;-49,86482;OURINHOS, SP, BR
213;RUA PROFESSOR GILCEU MACHADO;44;29300000;AMARAL;CACHOEIRO DE ITAPEMIRIM;ES;-20,8573175;-41,1079944;CACHOEIRO DE ITAPEMIRIM, ES, BR
214;RUA JASMIM;156;39401028;SAGRADA FAMILIA;MONTES CLAROS;MG;-16,7368647;-43,8652467;MONTES CLAROS, MG, BR
215;RUA CORONEL ANTONIO A PEREIRA;545;38401730;CENTRO;UBERLANDIA;MG;-18,9171324;-48,2741864;UBERLANDIA, MG, BR
216;RUA DO ARROZ;90;21011070;PENHA CIRCULAR;RIO DE JANEIRO;RJ;-22,8184555;-43,2796098;RIO DE JANEIRO, RJ, BR
217;AVENIDA PAULINO FERNANDES;SN;25880000;JAMAPARA;SAPUCAIA;RJ;-21,9912994;-42,9075598;SAPUCAIA, RJ, BR
218;RUA VARZEA ALEGRE;SN;29650000;ALTO SANTA MARIA;SANTA TERESA;ES;-19,9368278;-40,5983289;SANTA TERESA, ES, BR
219;RUA DO PASSEIO;70;20021290;CENTRO;RIO DE JANEIRO;RJ;-22,9130672;-43,1774784;RIO DE JANEIRO, RJ, BR
220;RUA INHAMBU;902;04520912;INDIANOPOLIS;SAO PAULO;SP;-23,6023785;-46,6696228;SAO PAULO, SP, BR
221;AVENIDA PEDRO LESSA;905;11025001;PONTA DA PRAIA;SANTOS;SP;-23,9762005;-46,3019789;SANTOS, SP, BR
222;RUA COM AFONSO KHERLAKIAN;79;08210040;SE;SAO PAULO;SP;-23,5411054;-46,6314614;SAO PAULO, SP, BR
223;RUA 31 DE MARCO;64;29700778;SANTO ANTONIO;COLATINA;ES;-19,5180946;-40,6542834;COLATINA, ES, BR
224;RUA NOVA YORK;90;27211440;SANTO AGOSTINHO;VOLTA REDONDA;RJ;-22,4853005;-44,0813382;VOLTA REDONDA, RJ, BR
225;RUA PRINC DAS ASTURIAS;121;04331100;VILA CAMPESTRE;SAO PAULO;SP;-23,658744;-46,6510791;SAO PAULO, SP, BR
226;AVENIDA PEDRO BUENO;319;04342010;JABAQUARA;SAO PAULO;SP;-23,6341872;-46,6472135;SAO PAULO, SP, BR
227;RUA RODOLFO NOVAES;1;45280000;CENTRO;IGUAI;BA;-14,7532122;-40,0897858;IGUAI, BA, BR
228;AVENIDA CARMINDO DE CAMPOS;1950;78070100;JARDIM PAULISTA;CUIABA;MT;-15,6203842;-56,0857739;CUIABA, MT, BR
229;RUA GUILHERME MARCONI;611;18500000;CENTRO;LARANJAL PAULISTA;SP;-23,0561417;-47,8349201;LARANJAL PAULISTA, SP, BR
230;RUA MATO GROSSO D;1085;89802271;JARDIM ITALIA;CHAPECO;SC;-27,1062354;-52,620441;CHAPECO, SC, BR
231;RUA PIAUI;200;30150320;SANTA EFIGENIA;BELO HORIZONTE;MG;-19,9233112;-43,9245826;BELO HORIZONTE, MG, BR
232;RUA IMPERIAL;250;03737010;VILA BUENOS AIRES;SAO PAULO;SP;-23,5075582;-46,5118066;SAO PAULO, SP, BR
233;LOCALIDADE CALCADAO S M CARVALHO;35;37564000;CENTRO;BORDA DA MATA;MG;-22,2691578;-46,1640692;BORDA DA MATA, MG, BR
234;AVENIDA BRASIL;1350;86870000;CENTRO;IVAIPORA;PR;-24,236505;-51,6683809;IVAIPORA, PR, BR
235;AVENIDA MANOEL RIBAS;324;84290000;CENTRO;SAPOPEMA;PR;-23,9105966;-50,5802112;SAPOPEMA, PR, BR
236;AVENIDA SILVIO AVIDOS;1816;29703100;SAO SILVANO;COLATINA;ES;-19,5188333;-40,6446916;COLATINA, ES, BR
237;RUA JOAO ADOLFO;1514;18200353;CENTRO;ITAPETININGA;SP;-23,5801027;-48,0325621;ITAPETININGA, SP, BR
238;RUA CARLOS DE LAET;1665;81610050;HAUER;CURITIBA;PR;-25,477975;-49,2449071;CURITIBA, PR, BR
239;RUA FRANCISCO REBELO;506;03212000;VILA CALIFORNIA;SAO PAULO;SP;-23,6041129;-46,5611618;SAO PAULO, SP, BR
240;RUA IVO VARELA;130;89200000;BOA VISTA;JOINVILLE;SC;-26,3103855;-48,8277554;JOINVILLE, SC, BR
241;RUA COMENDADOR ARAUJO;143;80420900;;CURITIBA;PR;-25,4348457;-49,2772171;CURITIBA, PR, BR
242;RUA CAPITAO MARTINHO;227;36544000;CENTRO;PAULA CANDIDO;MG;-20,8742187;-42,973026;PAULA CANDIDO, MG, BR
243;RUA CAIENA;99;86030495;JARDIM GUANABARA;LONDRINA;PR;-23,3044524;-51,1695824;LONDRINA, PR, BR
244;RUA PRINCIPAL;SN;84381970;BAIRRO DOS FRANCA;ORTIGUEIRA;PR;-24,2066425;-50,924438;ORTIGUEIRA, PR, BR
245;RUA DO COMERCIO;;89888000;CENTRO;CAIBI;SC;-27,0738808;-53,2493006;CAIBI, SC, BR
246;SITIO CACHOEIRINHA;SN;35365000;ZONA RURAL;ABRE CAMPO;MG;-20,3001336;-42,4747054;ABRE CAMPO, MG, BR
247;AVENIDA DOUTOR LUIS ARROBAS MARTINS;6;04781000;CAPELA DO SOCORRO;SAO PAULO;SP;-23,6872868;-46,7022899;SAO PAULO, SP, BR
248;RUA PARANA;24;17690000;JARDIM BRASILIA;BASTOS;SP;-21,925107;-50,7406812;BASTOS, SP, BR
249;RUA BAR DE ITAPETININGA;255;08210040;CENTRO;SAO PAULO;SP;-23,5443651;-46,6414802;SAO PAULO, SP, BR
250;RUA ULHOA CINTRA;600;13800002;CENTRO;MOGI MIRIM;SP;-22,4334658;-46,9566083;MOGI MIRIM, SP, BR
251;RUA PINDUCA SOARES;207;18150000;CENTRO;IBIUNA;SP;-23,6563725;-47,2200581;IBIUNA, SP, BR
252;AVENIDA INDIANOPOLIS;2456;04062002;INDIANOPOLIS;SAO PAULO;SP;-23,6194969;-46,6480953;SAO PAULO, SP, BR
253;RUA ARTUR AQUILES;66;58013140;CENTRO;JOAO PESSOA;PB;-7,1191776;-34,8826593;JOAO PESSOA, PB, BR
254;RUA CABO JOAO ROMEU TEIXEIRA;310;09380170;CAPUAVA;MAUA;SP;-23,6528133;-46,4923353;MAUA, SP, BR
255;RUA VALDER XAVIER DE LIMA;29;40301155;ITAPOA;SALVADOR;BA;-12,9730401;-38,502304;SALVADOR, BA, BR
256;RUA FREI ORLANDO;235;60425290;BOM FUTURO;FORTALEZA;CE;-3,7561267;-38,546957;FORTALEZA, CE, BR
257;RUA PAULA FRASSINETTI;134;20261170;RIO COMPRIDO;RIO DE JANEIRO;RJ;-22,9260092;-43,2123842;RIO DE JANEIRO, RJ, BR
258;PRACA JOAO MONEYOUR;88;06653230;DOS ABREUS;ITAPEVI;SP;-23,547471;-46,9275157;ITAPEVI, SP, BR
259;AVENIDA PRESIDENTE ROOSEVELT;867;17900970;CENTRO;DRACENA;SP;-21,488013;-51,5363783;DRACENA, SP, BR
260;AVENIDA PROGRESSO;SN;89888000;CENTRO;CAIBI;SC;-27,0740008;-53,2500625;CAIBI, SC, BR
261;RUA JERONIMO COELHO;305;88010030;CENTRO;FLORIANOPOLIS;SC;-27,594979;-48,551728;FLORIANOPOLIS, SC, BR
262;RUA CORONEL JOSE VITORIANO VILLAS BOAS;1112;18607710;VILA PADOVAN;BOTUCATU;SP;-22,8841808;-48,4441654;BOTUCATU, SP, BR
263;RUA ANTONIO FABIANO;112;35660326;SANTOS DUMONT;PARA DE MINAS;MG;-19,8406703;-44,6070529;PARA DE MINAS, MG, BR
264;RUA DA LINHA;SN;57770000;CENTRO;CAJUEIRO;AL;-9,3791223;-36,1597342;CAJUEIRO, AL, BR
265;RUA JOSE DO PATROCINIO;405;18720000;CENTRO;PARANAPANEMA;SP;-23,3870414;-48,7262178;PARANAPANEMA, SP, BR
266;RUA JOAO BIAGIONI PIO;168;18590000;CENTRO;BOFETE;SP;-23,1012119;-48,2616994;BOFETE, SP, BR
267;RUA JOSE BONIFACIO;147;77600000;CENTRO;PARAISO DO TOCANTINS;TO;-10,1777477;-48,8809067;PARAISO DO TOCANTINS, TO, BR
268;PRACA SEBASTIAO VAZ;4;75394970;SETOR CENTRAL;SANTA BARBARA DE GOIAS;GO;-16,5743478;-49,6940732;SANTA BARBARA DE GOIAS, GO, BR
269;AVENIDA JOAO VELOSO DA SILVA;380;07180000;JARDIM CUMBICA;GUARULHOS;SP;-23,4524394;-46,4828577;GUARULHOS, SP, BR
270;RUA 8 DE MAIO;28;89440000;CENTRO;IRINEOPOLIS;SC;-26,2429228;-50,795168;IRINEOPOLIS, SC, BR
271;VIA CHICO MENDES;695;69906116;AREAL;RIO BRANCO;AC;-9,9834251;-67,8065445;RIO BRANCO, AC, BR
272;QUADRA 804 SUL ALAMEDA 5;1;77023010;PLANO DIRETOR SUL;PALMAS;TO;-10,233297;-48,3264233;PALMAS, TO, BR
273;AVENIDA REPUBLICA DO LIBANO;2099;04501003;MOEMA;SAO PAULO;SP;-23,5979582;-46,661274;SAO PAULO, SP, BR
274;RUA MIRTES ROCHA;354;60721140;VILA PERY;FORTALEZA;CE;-3,7823467;-38,5800252;FORTALEZA, CE, BR
275;TRAVESSA WE;35;67133180;CIDADE NOVA;ANANINDEUA;PA;-1,3593738;-48,4028777;ANANINDEUA, PA, BR
276;RUA PROJETADA;SN;65800000;SETOR INDUSTRIAL;BALSAS;MA;-7,5229754;-46,0336504;BALSAS, MA, BR
277;AVENIDA JACOB LOPES CASTRO;100;36570000;NOVA ERA;VICOSA;MG;-20,7548659;-42,8785788;VICOSA, MG, BR
278;AVENIDA DANIEL DE LA TOUCHE;987;65074115;COHAMA;SAO LUIS;MA;-2,527453;-44,2550163;SAO LUIS, MA, BR
279;QN 7 CONJUNTO 22;;71805722;RIACHO FUNDO 1;BRASILIA;DF;-15,8804735;-48,0199726;BRASILIA, DF, BR
280;RUA MANOEL PRETO;32;84269180;JARDIM BANDEIRANTES;TELEMACO BORBA;PR;-24,3340741;-50,6554473;TELEMACO BORBA, PR, BR
281;AVENIDA ITAQUERA;796;03526000;JARDIM MARINGA;SAO PAULO;SP;-23,5546437;-46,515545;SAO PAULO, SP, BR
282;RUA JOAO GERALDO CLARO;166;17213403;JARDIM PADRE AUGUSTO SANI;JAU;SP;-22,3123814;-48,5915581;JAU, SP, BR
283;AVENIDA DANILO CORREA;SN;69860000;CIDADE ALTA;PAUINI;AM;-7,7143584;-66,9765208;PAUINI, AM, BR
284;RUA A;10;35022651;PORTO DAS CANOAS;GOVERNADOR VALADARES;MG;-18,8667494;-41,9732357;GOVERNADOR VALADARES, MG, BR
285;RUA LAGOA DOURADA;107;32628076;VIANOPOLIS;BETIM;MG;-19,9540197;-44,1184353;BETIM, MG, BR
286;AVENIDA GOVERNADOR MUNIZ FALCAO;SN;56280000;CENTRO;ARARIPINA;PE;-7,5841062;-40,5019729;ARARIPINA, PE, BR
287;RUA ANTONIO ZANCO;79;06192130;KM 18;OSASCO;SP;-23,5275105;-46,8042892;OSASCO, SP, BR
288;RUA SETE DE ABRIL;118;01043000;REPUBLICA;SAO PAULO;SP;-23,5465859;-46,6405827;SAO PAULO, SP, BR
289;AVENIDA ELIEZER MOREIRA;253;65950000;TAMARINDO;BARRA DO CORDA;MA;-5,5047711;-45,2520016;BARRA DO CORDA, MA, BR
290;RUA DONHA PINTO CARVALHO;SN;77318000;CENTRO;NOVO JARDIM;TO;-11,8201782;-46,6236058;NOVO JARDIM, TO, BR
291;AVENIDA JERUZALEM;47;29145620;VILA PALESTINA;CARIACICA;ES;-20,3433296;-40,3935511;CARIACICA, ES, BR
292;RUA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;926;14806202;JARDIM IMPERADOR;ARARAQUARA;SP;-21,75025;-48,1618945;ARARAQUARA, SP, BR
293;RUA DOUTOR TEIXEIRA DE CARVALHO;444;79670000;CENTRO;BRASILANDIA;MS;-21,255102;-52,0355549;BRASILANDIA, MS, BR
294;RUA DOUTOR DIOGO DE FARIA;1155;04037004;VILA CLEMENTINO;SAO PAULO;SP;-23,5953645;-46,6479752;SAO PAULO, SP, BR
295;RUA VIRGILIO FURLAN;1277;13424080;PAULICEIA;PIRACICABA;SP;-22,7544969;-47,6447326;PIRACICABA, SP, BR
296;RUA ROMA;643;38405076;TIBERY;UBERLANDIA;MG;-18,902623;-48,2519507;UBERLANDIA, MG, BR
297;RUA 21 DE ABRIL;374;98400000;CENTRO;FREDERICO WESTPHALEN;RS;-27,3620684;-53,3978427;FREDERICO WESTPHALEN, RS, BR
298;RUA RIACHUELO;1010;97670000;CENTRO;SAO BORJA;RS;-28,6592231;-56,0081974;SAO BORJA, RS, BR
299;RUA CASILDA DULCE DOS SANTOS;1674;39300000;APARECIDA;SAO FRANCISCO;MG;-15,9610185;-44,8579311;SAO FRANCISCO, MG, BR
300;RUA ALCEBIADES JOSE SOBREIRA;96;29313155;BNH;CACHOEIRO DE ITAPEMIRIM;ES;-20,8391089;-41,156889;CACHOEIRO DE ITAPEMIRIM, ES, BR
301;RUA PEDRO BERDU DIAS;3251;14405152;VILA FORMOSA;FRANCA;SP;-20,5248861;-47,4040493;FRANCA, SP, BR
302;AVENIDA HORACIO NEGRISOLO;43;14230000;CENTRO;SERRA AZUL;SP;-21,3115279;-47,5642608;SERRA AZUL, SP, BR
303;RUA AUGUSTO ENEAS CARVALHO;SN;64728970;CENTRO;PEDRO LAURENTINO;PI;-8,0664805;-42,2877782;PEDRO LAURENTINO, PI, BR
304;RUA DIARIO DE PERNAMBUCO;100;55150615;EDSON MORORO MOURA;BELO JARDIM;PE;-8,336385;-36,4173092;BELO JARDIM, PE, BR
305;RUA SAO MATEUS;64;78065258;CAMPO VELHO;CUIABA;MT;-15,5754036;-56,1000102;CUIABA, MT, BR
306;AVENIDA NOSSA SENHORA DE FATIMA;1285;95970000;FATIMA;MUCUM;RS;-29,1529531;-51,8596569;MUCUM, RS, BR
307;RUA SAFIRA;113;32113030;SAO JOAQUIM;CONTAGEM;MG;-19,8793309;-44,0232474;CONTAGEM, MG, BR
308;RUA ARAGUACI;67;77816180;JK;ARAGUAINA;TO;-7,1858818;-48,209071;ARAGUAINA, TO, BR
309;AVENIDA MARECHAL RONDON;137;78500970;CENTRO;COLIDER;MT;-10,8079828;-55,4571289;COLIDER, MT, BR
310;AVENIDA VITORIA;2091;29900081;CENTRO;LINHARES;ES;-19,3930805;-40,0670819;LINHARES, ES, BR
311;RUA JOAQUIM TEIXEIRA ALVES;1570;79801015;CENTRO;DOURADOS;MS;-22,2293288;-54,8121751;DOURADOS, MS, BR
312;RUA GENERAL OSORIO;259;11250000;JARDIM PAULISTA;BERTIOGA;SP;-23,8392171;-46,1339912;BERTIOGA, SP, BR
313;RUA DANIEL FILHO;25;45980000;CENTRO;PRADO;BA;-17,3340784;-39,2250585;PRADO, BA, BR
314;RUA LORENZO PENNA;57;08371160;JARDIM HELENA;SAO PAULO;SP;-23,5955076;-46,450417;SAO PAULO, SP, BR
315;AVENIDA LATERAL NORTE;467;61921010;ACARACUZINHO;MARACANAU;CE;-3,8478597;-38,611727;MARACANAU, CE, BR
316;RUA GIUSEPPE BIBIENA;254;04183020;JARDIM SANTA EMILIA;SAO PAULO;SP;-23,6433974;-46,5976786;SAO PAULO, SP, BR
317;RUA MARQUES DO HERVAL;167;50020901;SANTO ANTONIO;RECIFE;PE;-8,0663018;-34,8819277;RECIFE, PE, BR
318;RUA APOLONIA VON BUETTNER;560;89037020;ASILO;BLUMENAU;SC;-26,9063866;-49,0968304;BLUMENAU, SC, BR
319;RUA MINAS GERAIS;878;16403134;JUNQUEIRA;LINS;SP;-21,6817079;-49,7407169;LINS, SP, BR
320;RUA HENRIQUE VERA DO NASCIMENTO;395;88062020;LAGOA DA CONCEICAO;FLORIANOPOLIS;SC;-27,5953778;-48,5480499;FLORIANOPOLIS, SC, BR
321;AVENIDA MARIO JORGE MENEZES VIEIRA;800;49035240;COROA DO MEIO;ARACAJU;SE;-10,947987;-37,045653;ARACAJU, SE, BR
322;RUA VOLUNTARIO ETELVINO BORGES;674;14670000;CENTRO;NUPORANGA;SP;-20,7304489;-47,7528331;NUPORANGA, SP, BR
323;RUA DA FRATERNIDADE;691;39403022;ALTEROSAS;MONTES CLAROS;MG;-16,7664647;-43,8626339;MONTES CLAROS, MG, BR
324;AVMD BELO HORIZONTE;228;85933000;CENTRO;OURO VERDE DO OESTE;PR;-24,7740823;-53,9023748;OURO VERDE DO OESTE, PR, BR
325;RUA ANGELO LA PORTA;76;88020600;CENTRO;FLORIANOPOLIS;SC;-27,5883983;-48,5421754;FLORIANOPOLIS, SC, BR
326;RUA TRINTA E UM DE MARCO;460;79930970;CENTRO;ARAL MOREIRA;MS;-22,9503292;-55,6265331;ARAL MOREIRA, MS, BR
327;RUA BRILHO DO SOL;1546;69316128;BELA VISTA;BOA VISTA;RR;2,7688237;-60,72572;BOA VISTA, RR, BR
328;RUA PROFESSOR JOSE VIEIRA DE MENDONCA;1121;31310260;ENGENHO NOGUEIRA;BELO HORIZONTE;MG;-19,8825589;-43,9791395;BELO HORIZONTE, MG, BR
329;AVENIDA PRESIDENTE KENNEDY;3330;60355425;ALDEOTA;FORTALEZA;CE;-3,7043863;-38,5791784;FORTALEZA, CE, BR
330;AVENIDA JOHN KENNEDY;508D;45190000;CENTRO;PLANALTO;BA;-14,6603923;-40,4788747;PLANALTO, BA, BR
331;AVENIDA PACAEMBU;3217;13222305;JARDIM AMERICA III;VARZEA PAULISTA;SP;-23,2107065;-46,8311254;VARZEA PAULISTA, SP, BR
332;RUA RICARDO DOS SANTOS;35;24461150;MUTUA;SAO GONCALO;RJ;-22,8097833;-43,0349971;SAO GONCALO, RJ, BR
333;RUA VASSOURAS;47;25650500;QUITANDINHA;PETROPOLIS;RJ;-22,5314549;-43,2249532;PETROPOLIS, RJ, BR
334;ACESSO IMPERATRIS DONA LEOPOLDINA;3428;95800000;CENTRO;VENANCIO AIRES;RS;-29,6306693;-52,1962817;VENANCIO AIRES, RS, BR
335;AVENIDA JOSE FROIO;65;17830000;CENTRO;FLORIDA PAULISTA;SP;-21,6148283;-51,1716156;FLORIDA PAULISTA, SP, BR
336;AVENIDA JOAO PAULO II;1710;68700050;DOM JOAO VI;CAPANEMA;PA;-1,2035534;-47,178546;CAPANEMA, PA, BR
337;RUA PONTA GROSSA;585;85670000;COLINA VERDE;SALTO DO LONTRA;PR;-25,7808413;-53,3124157;SALTO DO LONTRA, PR, BR
338;QUADRA B;;47802470;LOTEAMENTO FLAMENGO;BARREIRAS;BA;-12,1359946;-44,9880446;BARREIRAS, BA, BR
339;RUA MANOEL BITTENCOURT;122;89110000;7 DE SETEMBRO;GASPAR;SC;-26,9268182;-48,9430069;GASPAR, SC, BR
340;AVENIDA ANGELO SIMOES;1216;13042010;JARDIM LEONOR;CAMPINAS;SP;-22,925969;-47,057666;CAMPINAS, SP, BR
341;ESTANCIA HS;SN;17600970;AFONSO XIII;TUPA;SP;-21,9340017;-50,5195856;TUPA, SP, BR
342;ADE CONJUNTO 4;SN;71986000;AGUAS CLARAS;BRASILIA;DF;-15,801519;-47,860297;BRASILIA, DF, BR
343;RUA EST R GRANDE PEL BR;392;96209030;POVO NOVO 3 DISTR;RIO GRANDE;RS;-32,0319414;-52,0996074;RIO GRANDE, RS, BR
9964;PASSAGEM AGUAS NEGRAS;216;66822430;AGUAS NEGRAS ICOARACI;BELEM;PA;-1,3048257;-48,458114;BELEM, PA, BR
345;RUA CLIMACO BARBOSA;813;01523000;CAMBUCI;SAO PAULO;SP;-23,5669899;-46,6136048;SAO PAULO, SP, BR
346;RUA CAPITAO PEDRO ESPERIDIAO HOFFER;665;08568700;NOVA POA;POA;SP;-23,554702;-46,349357;POA, SP, BR
347;RUA CORONEL MANOEL FERREIRA;989;18970000;JARDIM DAS PAINEIRAS;CHAVANTES;SP;-23,0362024;-49,7045395;CHAVANTES, SP, BR
348;RUA OTACILIO MARTINHO RIBEIRO;140;18475000;CDHU;BOM SUCESSO DE ITARARE;SP;-24,3189285;-49,1442631;BOM SUCESSO DE ITARARE, SP, BR
349;AVENIDA MONSENHOR TABOSA;200;60165010;CENTRO;FORTALEZA;CE;-3,7238197;-38,5175386;FORTALEZA, CE, BR
350;RUA HUGO WOLF;291;03720130;CANGAIBA;SAO PAULO;SP;-23,5027819;-46,5278183;SAO PAULO, SP, BR
351;QNP 14 CONJUNTO U;;72231421;CEILANDIA;BRASILIA;DF;-15,801519;-47,860297;BRASILIA, DF, BR
352;AVENIDA ILDA ROSA DA CUNHA;19;11714010;BALNEARIO JAPURA;PRAIA GRANDE;SP;-24,0309562;-46,5094784;PRAIA GRANDE, SP, BR
353;RUA GONCALO FERREIRA;125;68750000;CENTRO;CURUCA;PA;-0,7398782;-47,851888;CURUCA, PA, BR
354;RUA JOAO DE OLIVEIRA;27;06550000;VILA NOVA;PIRAPORA DO BOM JESUS;SP;-23,3974507;-47,0024503;PIRAPORA DO BOM JESUS, SP, BR
355;RUA JOSE FREDERICO;64;02765070;VILA NOVA CACHOEIRINHA;SAO PAULO;SP;-23,4770379;-46,6715733;SAO PAULO, SP, BR
356;RUA MAJOR GOTE;1530;38700001;CENTRO;PATOS DE MINAS;MG;-18,5969035;-46,515103;PATOS DE MINAS, MG, BR
357;AVENIDA ANA COSTA;100;11060000;VILA MATIAS;SANTOS;SP;-23,9480507;-46,3308416;SANTOS, SP, BR
358;RUA BELA VISTA;152;52051310;CASA AMARELA;RECIFE;PE;-8,0130541;-34,915064;RECIFE, PE, BR
359;RUA MANUEL PINTO;510;05776460;JARDIM ELIZA;SAO PAULO;SP;-23,6333537;-46,7475325;SAO PAULO, SP, BR
360;RUA VILA NOVA;SN;76480000;VILA NOVA;SANTA TEREZA DE GOIAS;GO;-13,7142488;-49,0148451;SANTA TEREZA DE GOIAS, GO, BR
361;RUA MANOEL COELHO;600;09510100;CENTRO;SAO CAETANO DO SUL;SP;-23,6150417;-46,5731398;SAO CAETANO DO SUL, SP, BR
362;CNB;14;71920540;TAGUATINGA;BRASILIA;DF;-15,801519;-47,860297;BRASILIA, DF, BR
363;RUA ROBERT KENNEDY;SN;29500000;GUARAREMA;ALEGRE;ES;-20,7627978;-41,5323939;ALEGRE, ES, BR
364;AVENIDA INTERLAGOS;6477;04777001;INTERLAGOS;SAO PAULO;SP;-23,702852;-46,7017213;SAO PAULO, SP, BR
365;RUA PARANA;1390;79490000;CENTRO;SAO GABRIEL DO OESTE;MS;-19,3961716;-54,5710608;SAO GABRIEL DO OESTE, MS, BR
366;RUA CRUZADOR DAS ALMAS;SN;37650000;CRUZEIRO;CAMANDUCAIA;MG;-22,748659;-46,1352278;CAMANDUCAIA, MG, BR
367;AVENIDA RICIERI CHIQUETTO;1145;13290000;SANTO ANTONIO;LOUVEIRA;SP;-23,0908607;-46,9840984;LOUVEIRA, SP, BR
368;RUA CAIAPONIA;36;38400764;NOSSA SENHORA APARECIDA;UBERLANDIA;MG;-18,915872;-48,2727474;UBERLANDIA, MG, BR
369;RUA BRAZOPOLIS;12;51010220;BRASILIA TEIMOSA;RECIFE;PE;-8,0886233;-34,8803943;RECIFE, PE, BR
370;RUA LAGOA DOURADA;514;35490000;CACHOEIRA;ENTRE RIOS DE MINAS;MG;-20,675824;-44,0619326;ENTRE RIOS DE MINAS, MG, BR
371;RUA JOAQUIM JOSE DE SOUZA;37;39940000;CENTRO;RIO DO PRADO;MG;-16,6950288;-40,5737316;RIO DO PRADO, MG, BR
